Entity,Code,Day,daily_vaccinations
CO,,2021-02-28,24202
CO,,2021-03-01,25887
CO,,2021-03-02,27913
CO,,2021-03-03,27679
CO,,2021-03-04,28668
CO,,2021-03-05,29383
CO,,2021-03-06,36492
CO,,2021-03-07,36417
CO,,2021-03-08,30650
CO,,2021-03-09,31695
CO,,2021-03-10,33203
CO,,2021-03-11,38451
CO,,2021-03-12,41169
CO,,2021-03-13,42625
CO,,2021-03-14,36020
CO,,2021-03-15,43751
CO,,2021-03-16,42517
CO,,2021-03-17,41865
CO,,2021-03-18,37878
CO,,2021-03-19,37605
CO,,2021-03-20,44230
CO,,2021-03-21,53105
CO,,2021-03-22,48992
CO,,2021-03-23,51727
CO,,2021-03-24,50937
CO,,2021-03-25,51384
CO,,2021-03-26,51867
CO,,2021-03-27,44676
CO,,2021-03-28,45531
CO,,2021-03-29,46590
CO,,2021-03-30,47840
CO,,2021-03-31,49594
CO,,2021-04-01,51019
CO,,2021-04-02,51519
CO,,2021-04-03,53895
CO,,2021-04-04,55017
CO,,2021-04-05,53844
CO,,2021-04-06,53228
CO,,2021-04-07,55430
CO,,2021-04-08,54810
CO,,2021-04-09,54395
CO,,2021-04-10,55437
CO,,2021-04-11,54577
CO,,2021-04-12,61132
CO,,2021-04-13,63731
CO,,2021-04-14,64075
CO,,2021-04-15,64837
CO,,2021-04-16,65974
CO,,2021-04-17,64067
CO,,2021-04-18,64895
CO,,2021-04-19,62680
CO,,2021-04-20,60973
CO,,2021-04-21,59197
CO,,2021-04-22,60061
CO,,2021-04-23,60260
CO,,2021-04-24,51089
CO,,2021-04-25,60028
CO,,2021-04-26,56378
CO,,2021-04-27,55430
CO,,2021-04-28,54540
CO,,2021-04-29,54930
CO,,2021-04-30,53491
CO,,2021-05-01,62007
CO,,2021-05-02,48342
CO,,2021-05-03,47140
CO,,2021-05-04,46187
CO,,2021-05-05,46552
CO,,2021-05-06,46177
CO,,2021-05-07,46468
CO,,2021-05-08,44615
CO,,2021-05-09,47403
CO,,2021-05-10,50381
CO,,2021-05-11,50990
CO,,2021-05-12,47852
CO,,2021-05-13,43329
CO,,2021-05-14,42427
CO,,2021-05-15,41545
CT,,2021-01-13,10480
CT,,2021-01-14,10251
CT,,2021-01-15,11490
CT,,2021-01-16,11346
CT,,2021-01-17,11260
CT,,2021-01-18,11202
CT,,2021-01-19,11161
CT,,2021-01-20,11609
CT,,2021-01-21,13259
CT,,2021-01-22,14511
CT,,2021-01-23,15716
CT,,2021-01-24,16292
CT,,2021-01-25,16094
CT,,2021-01-26,16160
CT,,2021-01-27,16836
CT,,2021-01-28,16636
CT,,2021-01-29,16561
CT,,2021-01-30,16342
CT,,2021-01-31,16444
CT,,2021-02-01,16856
CT,,2021-02-02,16207
CT,,2021-02-03,14860
CT,,2021-02-04,14381
CT,,2021-02-05,14140
CT,,2021-02-06,14030
CT,,2021-02-07,13871
CT,,2021-02-08,13309
CT,,2021-02-09,14033
CT,,2021-02-10,15677
CT,,2021-02-11,16918
CT,,2021-02-12,17762
CT,,2021-02-13,19338
CT,,2021-02-14,20109
CT,,2021-02-15,21501
CT,,2021-02-16,22403
CT,,2021-02-17,23349
CT,,2021-02-18,23848
CT,,2021-02-19,27991
CT,,2021-02-20,27579
CT,,2021-02-21,26547
CT,,2021-02-22,27122
CT,,2021-02-23,25963
CT,,2021-02-24,24835
CT,,2021-02-25,22680
CT,,2021-02-26,18791
CT,,2021-02-27,18913
CT,,2021-02-28,20562
CT,,2021-03-01,21218
CT,,2021-03-02,21039
CT,,2021-03-03,21335
CT,,2021-03-04,23052
CT,,2021-03-05,23909
CT,,2021-03-06,25272
CT,,2021-03-07,27307
CT,,2021-03-08,28223
CT,,2021-03-09,29362
CT,,2021-03-10,30172
CT,,2021-03-11,30998
CT,,2021-03-12,31976
CT,,2021-03-13,36344
CT,,2021-03-14,30845
CT,,2021-03-15,30511
CT,,2021-03-16,30664
CT,,2021-03-17,30144
CT,,2021-03-18,30092
CT,,2021-03-19,29447
CT,,2021-03-20,24994
CT,,2021-03-21,30223
CT,,2021-03-22,30843
CT,,2021-03-23,30939
CT,,2021-03-24,31102
CT,,2021-03-25,31745
CT,,2021-03-26,31795
CT,,2021-03-27,32481
CT,,2021-03-28,33028
CT,,2021-03-29,33324
CT,,2021-03-30,35386
CT,,2021-03-31,36137
CT,,2021-04-01,36534
CT,,2021-04-02,37357
CT,,2021-04-03,39768
CT,,2021-04-04,40602
CT,,2021-04-05,41015
CT,,2021-04-06,37368
CT,,2021-04-07,38964
CT,,2021-04-08,40945
CT,,2021-04-09,43629
CT,,2021-04-10,42802
CT,,2021-04-11,44741
CT,,2021-04-12,45702
CT,,2021-04-13,49356
CT,,2021-04-14,49286
CT,,2021-04-15,47576
CT,,2021-04-16,47224
CT,,2021-04-17,47019
CT,,2021-04-18,45538
CT,,2021-04-19,44297
CT,,2021-04-20,43276
CT,,2021-04-21,42592
CT,,2021-04-22,43003
CT,,2021-04-23,40810
CT,,2021-04-24,40858
CT,,2021-04-25,40804
CT,,2021-04-26,40782
CT,,2021-04-27,39645
CT,,2021-04-28,39552
CT,,2021-04-29,38710
CT,,2021-04-30,37649
CT,,2021-05-01,36764
CT,,2021-05-02,34878
CT,,2021-05-03,32505
CT,,2021-05-04,31994
CT,,2021-05-05,30584
CT,,2021-05-06,30557
CT,,2021-05-07,30925
CT,,2021-05-08,30099
CT,,2021-05-09,30272
CT,,2021-05-10,31766
CT,,2021-05-11,32862
CT,,2021-05-12,32297
CT,,2021-05-13,30621
CT,,2021-05-14,28621
CT,,2021-05-15,27722
DE,,2021-01-13,2003
DE,,2021-01-14,2340
DE,,2021-01-15,1560
DE,,2021-01-16,1887
DE,,2021-01-17,2083
DE,,2021-01-18,2213
DE,,2021-01-19,2307
DE,,2021-01-20,2461
DE,,2021-01-21,2611
DE,,2021-01-22,3310
DE,,2021-01-23,3724
DE,,2021-01-24,3909
DE,,2021-01-25,3889
DE,,2021-01-26,3707
DE,,2021-01-27,4544
DE,,2021-01-28,4703
DE,,2021-01-29,4720
DE,,2021-01-30,4641
DE,,2021-01-31,5110
DE,,2021-02-01,5112
DE,,2021-02-02,5038
DE,,2021-02-03,4299
DE,,2021-02-04,4071
DE,,2021-02-05,3847
DE,,2021-02-06,3709
DE,,2021-02-07,3353
DE,,2021-02-08,3422
DE,,2021-02-09,3393
DE,,2021-02-10,3225
DE,,2021-02-11,3227
DE,,2021-02-12,3195
DE,,2021-02-13,3375
DE,,2021-02-14,3287
DE,,2021-02-15,3252
DE,,2021-02-16,3552
DE,,2021-02-17,3571
DE,,2021-02-18,3782
DE,,2021-02-19,5531
DE,,2021-02-20,5500
DE,,2021-02-21,4929
DE,,2021-02-22,4927
DE,,2021-02-23,4890
DE,,2021-02-24,4961
DE,,2021-02-25,5098
DE,,2021-02-26,4063
DE,,2021-02-27,4591
DE,,2021-02-28,5482
DE,,2021-03-01,5925
DE,,2021-03-02,5543
DE,,2021-03-03,6833
DE,,2021-03-04,7237
DE,,2021-03-05,7327
DE,,2021-03-06,7409
DE,,2021-03-07,8022
DE,,2021-03-08,7900
DE,,2021-03-09,8526
DE,,2021-03-10,6799
DE,,2021-03-11,7643
DE,,2021-03-12,7564
DE,,2021-03-13,7598
DE,,2021-03-14,6046
DE,,2021-03-15,7603
DE,,2021-03-16,7618
DE,,2021-03-17,8702
DE,,2021-03-18,7839
DE,,2021-03-19,7720
DE,,2021-03-20,7768
DE,,2021-03-21,9222
DE,,2021-03-22,7894
DE,,2021-03-23,7247
DE,,2021-03-24,7289
DE,,2021-03-25,7438
DE,,2021-03-26,7935
DE,,2021-03-27,7996
DE,,2021-03-28,8061
DE,,2021-03-29,8344
DE,,2021-03-30,9184
DE,,2021-03-31,9467
DE,,2021-04-01,9611
DE,,2021-04-02,9775
DE,,2021-04-03,10083
DE,,2021-04-04,9975
DE,,2021-04-05,9838
DE,,2021-04-06,9374
DE,,2021-04-07,9225
DE,,2021-04-08,8959
DE,,2021-04-09,9124
DE,,2021-04-10,8973
DE,,2021-04-11,9646
DE,,2021-04-12,9427
DE,,2021-04-13,9831
DE,,2021-04-14,10233
DE,,2021-04-15,10796
DE,,2021-04-16,10834
DE,,2021-04-17,10813
DE,,2021-04-18,10349
DE,,2021-04-19,10670
DE,,2021-04-20,10645
DE,,2021-04-21,10398
DE,,2021-04-22,10115
DE,,2021-04-23,9861
DE,,2021-04-24,9681
DE,,2021-04-25,9808
DE,,2021-04-26,9510
DE,,2021-04-27,9526
DE,,2021-04-28,9580
DE,,2021-04-29,9342
DE,,2021-04-30,9254
DE,,2021-05-01,9473
DE,,2021-05-02,9136
DE,,2021-05-03,8591
DE,,2021-05-04,8282
DE,,2021-05-05,7694
DE,,2021-05-06,6439
DE,,2021-05-07,7252
DE,,2021-05-08,6630
DE,,2021-05-09,6312
DE,,2021-05-10,6804
DE,,2021-05-11,7179
DE,,2021-05-12,6845
DE,,2021-05-13,7559
DE,,2021-05-14,5870
DE,,2021-05-15,5481
Dept of Defense,,2021-01-13,554
Dept of Defense,,2021-01-14,20142
Dept of Defense,,2021-01-15,20682
Dept of Defense,,2021-01-16,18842
Dept of Defense,,2021-01-17,17738
Dept of Defense,,2021-01-18,17003
Dept of Defense,,2021-01-19,16477
Dept of Defense,,2021-01-20,16696
Dept of Defense,,2021-01-21,13536
Dept of Defense,,2021-01-22,13001
Dept of Defense,,2021-01-23,13823
Dept of Defense,,2021-01-24,15474
Dept of Defense,,2021-01-25,14961
Dept of Defense,,2021-01-26,13057
Dept of Defense,,2021-01-27,15592
Dept of Defense,,2021-01-28,16493
Dept of Defense,,2021-01-29,17604
Dept of Defense,,2021-01-30,19770
Dept of Defense,,2021-01-31,20675
Dept of Defense,,2021-02-01,19849
Dept of Defense,,2021-02-02,20600
Dept of Defense,,2021-02-03,20422
Dept of Defense,,2021-02-04,20132
Dept of Defense,,2021-02-05,20523
Dept of Defense,,2021-02-06,19825
Dept of Defense,,2021-02-07,20045
Dept of Defense,,2021-02-08,21115
Dept of Defense,,2021-02-09,20997
Dept of Defense,,2021-02-10,21207
Dept of Defense,,2021-02-11,21226
Dept of Defense,,2021-02-12,20337
Dept of Defense,,2021-02-13,19658
Dept of Defense,,2021-02-14,18608
Dept of Defense,,2021-02-15,17202
Dept of Defense,,2021-02-16,16797
Dept of Defense,,2021-02-17,14529
Dept of Defense,,2021-02-18,16009
Dept of Defense,,2021-02-19,15476
Dept of Defense,,2021-02-20,14929
Dept of Defense,,2021-02-21,14712
Dept of Defense,,2021-02-22,16079
Dept of Defense,,2021-02-23,16198
Dept of Defense,,2021-02-24,18271
Dept of Defense,,2021-02-25,16528
Dept of Defense,,2021-02-26,16962
Dept of Defense,,2021-02-27,18152
Dept of Defense,,2021-02-28,19717
Dept of Defense,,2021-03-01,18451
Dept of Defense,,2021-03-02,18257
Dept of Defense,,2021-03-03,18690
Dept of Defense,,2021-03-04,18942
Dept of Defense,,2021-03-05,19496
Dept of Defense,,2021-03-06,19522
Dept of Defense,,2021-03-07,19726
Dept of Defense,,2021-03-08,20970
Dept of Defense,,2021-03-09,46373
Dept of Defense,,2021-03-10,46575
Dept of Defense,,2021-03-11,47779
Dept of Defense,,2021-03-12,48386
Dept of Defense,,2021-03-13,49300
Dept of Defense,,2021-03-14,44119
Dept of Defense,,2021-03-15,50500
Dept of Defense,,2021-03-16,26567
Dept of Defense,,2021-03-17,26783
Dept of Defense,,2021-03-18,26927
Dept of Defense,,2021-03-19,27076
Dept of Defense,,2021-03-20,27198
Dept of Defense,,2021-03-21,33427
Dept of Defense,,2021-03-22,26256
Dept of Defense,,2021-03-23,25119
Dept of Defense,,2021-03-24,23314
Dept of Defense,,2021-03-25,21367
Dept of Defense,,2021-03-26,27479
Dept of Defense,,2021-03-27,28224
Dept of Defense,,2021-03-28,28620
Dept of Defense,,2021-03-29,29573
Dept of Defense,,2021-03-30,30454
Dept of Defense,,2021-03-31,33150
Dept of Defense,,2021-04-01,35509
Dept of Defense,,2021-04-02,29665
Dept of Defense,,2021-04-03,29962
Dept of Defense,,2021-04-04,29744
Dept of Defense,,2021-04-05,29558
Dept of Defense,,2021-04-06,29280
Dept of Defense,,2021-04-07,28768
Dept of Defense,,2021-04-08,29462
Dept of Defense,,2021-04-09,29880
Dept of Defense,,2021-04-10,30612
Dept of Defense,,2021-04-11,32450
Dept of Defense,,2021-04-12,33547
Dept of Defense,,2021-04-13,34715
Dept of Defense,,2021-04-14,35833
Dept of Defense,,2021-04-15,36055
Dept of Defense,,2021-04-16,35904
Dept of Defense,,2021-04-17,35230
Dept of Defense,,2021-04-18,34044
Dept of Defense,,2021-04-19,35335
Dept of Defense,,2021-04-20,34486
Dept of Defense,,2021-04-21,33505
Dept of Defense,,2021-04-22,32298
Dept of Defense,,2021-04-23,32127
Dept of Defense,,2021-04-24,32235
Dept of Defense,,2021-04-25,32134
Dept of Defense,,2021-04-26,29759
Dept of Defense,,2021-04-27,30302
Dept of Defense,,2021-04-28,29839
Dept of Defense,,2021-04-29,29871
Dept of Defense,,2021-04-30,29656
Dept of Defense,,2021-05-01,24766
Dept of Defense,,2021-05-02,23709
Dept of Defense,,2021-05-03,27070
Dept of Defense,,2021-05-04,28009
Dept of Defense,,2021-05-05,27927
Dept of Defense,,2021-05-06,27500
Dept of Defense,,2021-05-07,27224
Dept of Defense,,2021-05-08,30667
Dept of Defense,,2021-05-09,30229
Dept of Defense,,2021-05-10,27390
Dept of Defense,,2021-05-11,26054
Dept of Defense,,2021-05-12,25588
Dept of Defense,,2021-05-13,25183
Dept of Defense,,2021-05-14,24571
Dept of Defense,,2021-05-15,23954
DC,,2021-01-13,3237
DC,,2021-01-14,3434
DC,,2021-01-15,3374
DC,,2021-01-16,3159
DC,,2021-01-17,3030
DC,,2021-01-18,2944
DC,,2021-01-19,2882
DC,,2021-01-20,2669
DC,,2021-01-21,2633
DC,,2021-01-22,2419
DC,,2021-01-23,2478
DC,,2021-01-24,2490
DC,,2021-01-25,2388
DC,,2021-01-26,2109
DC,,2021-01-27,2336
DC,,2021-01-28,2247
DC,,2021-01-29,2352
DC,,2021-01-30,2411
DC,,2021-01-31,2591
DC,,2021-02-01,2618
DC,,2021-02-02,2686
DC,,2021-02-03,2426
DC,,2021-02-04,3322
DC,,2021-02-05,3648
DC,,2021-02-06,3623
DC,,2021-02-07,3613
DC,,2021-02-08,3708
DC,,2021-02-09,3560
DC,,2021-02-10,3344
DC,,2021-02-11,2518
DC,,2021-02-12,2178
DC,,2021-02-13,2033
DC,,2021-02-14,2213
DC,,2021-02-15,2204
DC,,2021-02-16,2575
DC,,2021-02-17,2855
DC,,2021-02-18,2674
DC,,2021-02-19,6143
DC,,2021-02-20,6197
DC,,2021-02-21,5909
DC,,2021-02-22,5757
DC,,2021-02-23,5746
DC,,2021-02-24,5983
DC,,2021-02-25,6085
DC,,2021-02-26,2705
DC,,2021-02-27,3587
DC,,2021-02-28,4582
DC,,2021-03-01,4834
DC,,2021-03-02,4641
DC,,2021-03-03,4535
DC,,2021-03-04,4913
DC,,2021-03-05,5099
DC,,2021-03-06,5127
DC,,2021-03-07,4447
DC,,2021-03-08,4580
DC,,2021-03-09,4779
DC,,2021-03-10,5157
DC,,2021-03-11,5234
DC,,2021-03-12,5479
DC,,2021-03-13,5128
DC,,2021-03-14,5518
DC,,2021-03-15,5869
DC,,2021-03-16,5965
DC,,2021-03-17,6193
DC,,2021-03-18,5927
DC,,2021-03-19,5847
DC,,2021-03-20,5731
DC,,2021-03-21,5456
DC,,2021-03-22,5115
DC,,2021-03-23,4991
DC,,2021-03-24,4543
DC,,2021-03-25,4947
DC,,2021-03-26,5141
DC,,2021-03-27,5448
DC,,2021-03-28,6037
DC,,2021-03-29,6675
DC,,2021-03-30,7100
DC,,2021-03-31,8708
DC,,2021-04-01,8739
DC,,2021-04-02,8801
DC,,2021-04-03,8872
DC,,2021-04-04,8372
DC,,2021-04-05,7662
DC,,2021-04-06,7618
DC,,2021-04-07,5547
DC,,2021-04-08,6495
DC,,2021-04-09,6613
DC,,2021-04-10,6915
DC,,2021-04-11,7211
DC,,2021-04-12,7886
DC,,2021-04-13,7742
DC,,2021-04-14,8398
DC,,2021-04-15,7872
DC,,2021-04-16,8029
DC,,2021-04-17,7941
DC,,2021-04-18,8237
DC,,2021-04-19,8425
DC,,2021-04-20,8369
DC,,2021-04-21,8615
DC,,2021-04-22,8190
DC,,2021-04-23,8243
DC,,2021-04-24,8202
DC,,2021-04-25,8045
DC,,2021-04-26,7854
DC,,2021-04-27,7978
DC,,2021-04-28,8033
DC,,2021-04-29,8061
DC,,2021-04-30,7569
DC,,2021-05-01,7203
DC,,2021-05-02,6788
DC,,2021-05-03,6240
DC,,2021-05-04,5734
DC,,2021-05-05,5376
DC,,2021-05-06,5092
DC,,2021-05-07,5152
DC,,2021-05-08,5560
DC,,2021-05-09,5719
DC,,2021-05-10,6404
DC,,2021-05-11,7259
DC,,2021-05-12,7957
DC,,2021-05-13,7812
DC,,2021-05-14,7774
DC,,2021-05-15,7205
Federated States of Micronesia,,2021-01-13,141
Federated States of Micronesia,,2021-01-14,90
Federated States of Micronesia,,2021-01-15,90
Federated States of Micronesia,,2021-01-16,114
Federated States of Micronesia,,2021-01-17,128
Federated States of Micronesia,,2021-01-18,138
Federated States of Micronesia,,2021-01-19,145
Federated States of Micronesia,,2021-01-20,170
Federated States of Micronesia,,2021-01-21,212
Federated States of Micronesia,,2021-01-22,260
Federated States of Micronesia,,2021-01-23,268
Federated States of Micronesia,,2021-01-24,241
Federated States of Micronesia,,2021-01-25,215
Federated States of Micronesia,,2021-01-26,220
Federated States of Micronesia,,2021-01-27,212
Federated States of Micronesia,,2021-01-28,202
Federated States of Micronesia,,2021-01-29,207
Federated States of Micronesia,,2021-01-30,173
Federated States of Micronesia,,2021-01-31,173
Federated States of Micronesia,,2021-02-01,336
Federated States of Micronesia,,2021-02-02,393
Federated States of Micronesia,,2021-02-03,430
Federated States of Micronesia,,2021-02-04,457
Federated States of Micronesia,,2021-02-05,434
Federated States of Micronesia,,2021-02-06,481
Federated States of Micronesia,,2021-02-07,493
Federated States of Micronesia,,2021-02-08,334
Federated States of Micronesia,,2021-02-09,286
Federated States of Micronesia,,2021-02-10,252
Federated States of Micronesia,,2021-02-11,238
Federated States of Micronesia,,2021-02-12,249
Federated States of Micronesia,,2021-02-13,271
Federated States of Micronesia,,2021-02-14,286
Federated States of Micronesia,,2021-02-15,321
Federated States of Micronesia,,2021-02-16,322
Federated States of Micronesia,,2021-02-17,369
Federated States of Micronesia,,2021-02-18,393
Federated States of Micronesia,,2021-02-19,406
Federated States of Micronesia,,2021-02-20,337
Federated States of Micronesia,,2021-02-21,397
Federated States of Micronesia,,2021-02-22,357
Federated States of Micronesia,,2021-02-23,317
Federated States of Micronesia,,2021-02-24,342
Federated States of Micronesia,,2021-02-25,314
Federated States of Micronesia,,2021-02-26,318
Federated States of Micronesia,,2021-02-27,390
Federated States of Micronesia,,2021-02-28,360
Federated States of Micronesia,,2021-03-01,404
Federated States of Micronesia,,2021-03-02,501
Federated States of Micronesia,,2021-03-03,456
Federated States of Micronesia,,2021-03-04,465
Federated States of Micronesia,,2021-03-05,468
Federated States of Micronesia,,2021-03-06,472
Federated States of Micronesia,,2021-03-07,433
Federated States of Micronesia,,2021-03-08,389
Federated States of Micronesia,,2021-03-09,347
Federated States of Micronesia,,2021-03-10,319
Federated States of Micronesia,,2021-03-11,302
Federated States of Micronesia,,2021-03-12,284
Federated States of Micronesia,,2021-03-13,279
Federated States of Micronesia,,2021-03-14,293
Federated States of Micronesia,,2021-03-15,299
Federated States of Micronesia,,2021-03-16,331
Federated States of Micronesia,,2021-03-17,351
Federated States of Micronesia,,2021-03-18,313
Federated States of Micronesia,,2021-03-19,363
Federated States of Micronesia,,2021-03-20,364
Federated States of Micronesia,,2021-03-21,346
Federated States of Micronesia,,2021-03-22,345
Federated States of Micronesia,,2021-03-23,291
Federated States of Micronesia,,2021-03-24,269
Federated States of Micronesia,,2021-03-25,306
Federated States of Micronesia,,2021-03-26,262
Federated States of Micronesia,,2021-03-27,236
Federated States of Micronesia,,2021-03-28,242
Federated States of Micronesia,,2021-03-29,266
Federated States of Micronesia,,2021-03-30,293
Federated States of Micronesia,,2021-03-31,318
Federated States of Micronesia,,2021-04-01,307
Federated States of Micronesia,,2021-04-02,245
Federated States of Micronesia,,2021-04-03,232
Federated States of Micronesia,,2021-04-04,214
Federated States of Micronesia,,2021-04-05,224
Federated States of Micronesia,,2021-04-06,207
Federated States of Micronesia,,2021-04-07,213
Federated States of Micronesia,,2021-04-08,221
Federated States of Micronesia,,2021-04-09,221
Federated States of Micronesia,,2021-04-10,279
Federated States of Micronesia,,2021-04-11,279
Federated States of Micronesia,,2021-04-12,264
Federated States of Micronesia,,2021-04-13,283
Federated States of Micronesia,,2021-04-14,265
Federated States of Micronesia,,2021-04-15,230
Federated States of Micronesia,,2021-04-16,321
Federated States of Micronesia,,2021-04-17,293
Federated States of Micronesia,,2021-04-18,293
Federated States of Micronesia,,2021-04-19,331
Federated States of Micronesia,,2021-04-20,327
Federated States of Micronesia,,2021-04-21,273
Federated States of Micronesia,,2021-04-22,273
Federated States of Micronesia,,2021-04-23,321
Federated States of Micronesia,,2021-04-24,258
Federated States of Micronesia,,2021-04-25,258
Federated States of Micronesia,,2021-04-26,327
Federated States of Micronesia,,2021-04-27,415
Federated States of Micronesia,,2021-04-28,415
Federated States of Micronesia,,2021-04-29,612
Federated States of Micronesia,,2021-04-30,474
Federated States of Micronesia,,2021-05-01,571
Federated States of Micronesia,,2021-05-02,571
Federated States of Micronesia,,2021-05-03,457
Federated States of Micronesia,,2021-05-04,358
Federated States of Micronesia,,2021-05-05,399
Federated States of Micronesia,,2021-05-06,255
Federated States of Micronesia,,2021-05-07,255
Federated States of Micronesia,,2021-05-08,274
Federated States of Micronesia,,2021-05-09,274
Federated States of Micronesia,,2021-05-10,320
Federated States of Micronesia,,2021-05-11,300
Federated States of Micronesia,,2021-05-12,329
Federated States of Micronesia,,2021-05-13,306
Federated States of Micronesia,,2021-05-14,306
Federated States of Micronesia,,2021-05-15,189
FL,,2021-01-13,71958
FL,,2021-01-14,70522
FL,,2021-01-15,73214
FL,,2021-01-16,75010
FL,,2021-01-17,76089
FL,,2021-01-18,76807
FL,,2021-01-19,77321
FL,,2021-01-20,76368
FL,,2021-01-21,66499
FL,,2021-01-22,65899
FL,,2021-01-23,79360
FL,,2021-01-24,75844
FL,,2021-01-25,64359
FL,,2021-01-26,57258
FL,,2021-01-27,56074
FL,,2021-01-28,66754
FL,,2021-01-29,68838
FL,,2021-01-30,57314
FL,,2021-01-31,59262
FL,,2021-02-01,65798
FL,,2021-02-02,67522
FL,,2021-02-03,71525
FL,,2021-02-04,73786
FL,,2021-02-05,66357
FL,,2021-02-06,70806
FL,,2021-02-07,92557
FL,,2021-02-08,86021
FL,,2021-02-09,97594
FL,,2021-02-10,100338
FL,,2021-02-11,104854
FL,,2021-02-12,136471
FL,,2021-02-13,137942
FL,,2021-02-14,122904
FL,,2021-02-15,132271
FL,,2021-02-16,123957
FL,,2021-02-17,123862
FL,,2021-02-18,123071
FL,,2021-02-19,140344
FL,,2021-02-20,122067
FL,,2021-02-21,131314
FL,,2021-02-22,122457
FL,,2021-02-23,115287
FL,,2021-02-24,114305
FL,,2021-02-25,112282
FL,,2021-02-26,72297
FL,,2021-02-27,88065
FL,,2021-02-28,93910
FL,,2021-03-01,93905
FL,,2021-03-02,95984
FL,,2021-03-03,94949
FL,,2021-03-04,101286
FL,,2021-03-05,106303
FL,,2021-03-06,123715
FL,,2021-03-07,122290
FL,,2021-03-08,122410
FL,,2021-03-09,126219
FL,,2021-03-10,128975
FL,,2021-03-11,145410
FL,,2021-03-12,166386
FL,,2021-03-13,188491
FL,,2021-03-14,172548
FL,,2021-03-15,173075
FL,,2021-03-16,176638
FL,,2021-03-17,180340
FL,,2021-03-18,170088
FL,,2021-03-19,152970
FL,,2021-03-20,138571
FL,,2021-03-21,154086
FL,,2021-03-22,153563
FL,,2021-03-23,150404
FL,,2021-03-24,152025
FL,,2021-03-25,154331
FL,,2021-03-26,161041
FL,,2021-03-27,150122
FL,,2021-03-28,154874
FL,,2021-03-29,155060
FL,,2021-03-30,164950
FL,,2021-03-31,166657
FL,,2021-04-01,168390
FL,,2021-04-02,168103
FL,,2021-04-03,167914
FL,,2021-04-04,184977
FL,,2021-04-05,184369
FL,,2021-04-06,177187
FL,,2021-04-07,177565
FL,,2021-04-08,188503
FL,,2021-04-09,197104
FL,,2021-04-10,205115
FL,,2021-04-11,192345
FL,,2021-04-12,216603
FL,,2021-04-13,220399
FL,,2021-04-14,213749
FL,,2021-04-15,207087
FL,,2021-04-16,199990
FL,,2021-04-17,198529
FL,,2021-04-18,212170
FL,,2021-04-19,188071
FL,,2021-04-20,185440
FL,,2021-04-21,192906
FL,,2021-04-22,186583
FL,,2021-04-23,184891
FL,,2021-04-24,174740
FL,,2021-04-25,152192
FL,,2021-04-26,172678
FL,,2021-04-27,173147
FL,,2021-04-28,171188
FL,,2021-04-29,165262
FL,,2021-04-30,156839
FL,,2021-05-01,176482
FL,,2021-05-02,146980
FL,,2021-05-03,136806
FL,,2021-05-04,129632
FL,,2021-05-05,124384
FL,,2021-05-06,125626
FL,,2021-05-07,132080
FL,,2021-05-08,109127
FL,,2021-05-09,134198
FL,,2021-05-10,147489
FL,,2021-05-11,155908
FL,,2021-05-12,154214
FL,,2021-05-13,149261
FL,,2021-05-14,138343
FL,,2021-05-15,153406
GA,GEO,2021-01-13,28185
GA,GEO,2021-01-14,30367
GA,GEO,2021-01-15,20245
GA,GEO,2021-01-16,20248
GA,GEO,2021-01-17,20250
GA,GEO,2021-01-18,20251
GA,GEO,2021-01-19,20252
GA,GEO,2021-01-20,28327
GA,GEO,2021-01-21,31794
GA,GEO,2021-01-22,53169
GA,GEO,2021-01-23,50358
GA,GEO,2021-01-24,47464
GA,GEO,2021-01-25,44570
GA,GEO,2021-01-26,50893
GA,GEO,2021-01-27,45117
GA,GEO,2021-01-28,44336
GA,GEO,2021-01-29,29544
GA,GEO,2021-01-30,36097
GA,GEO,2021-01-31,43160
GA,GEO,2021-02-01,46636
GA,GEO,2021-02-02,38782
GA,GEO,2021-02-03,37453
GA,GEO,2021-02-04,34833
GA,GEO,2021-02-05,34476
GA,GEO,2021-02-06,34588
GA,GEO,2021-02-07,34263
GA,GEO,2021-02-08,33889
